4.001912,4.001510,4.001510,-0.000402,-0.000402,0.000000
4.001510,8.001970,4.001510,4.000459,0.000000,-4.000459
4.001510,4.001510,12.001811,0.000000,8.000301,8.000301
-0.000402,4.000459,0.000000,4.000861,0.000402,-4.000459
-0.000402,0.000000,8.000301,0.000402,8.000702,8.000301
0.000000,-4.000459,8.000301,-4.000459,8.000301,12.000760

3.360756,3.280253,3.280253,-0.080503,-0.080503,0.000000
3.280253,6.561693,3.280253,3.281440,0.000000,-3.281440
3.280253,3.280253,9.760784,0.000000,6.480531,6.480531
-0.080503,3.281440,0.000000,3.361943,0.080503,-3.281440
-0.080503,0.000000,6.480531,0.080503,6.561033,6.480531
0.000000,-3.281440,6.480531,-3.281440,6.480531,9.761971

3.042440,2.722073,2.722073,-0.320367,-0.320367,0.000000
2.722073,5.442675,2.722073,2.720602,0.000000,-2.720602
2.722073,2.722073,7.843514,0.000000,5.121441,5.121441
-0.320367,2.720602,0.000000,3.040969,0.320367,-2.720602
-0.320367,0.000000,5.121441,0.320367,5.441808,5.121441
0.000000,-2.720602,5.121441,-2.720602,5.121441,7.842043

3.040437,2.319915,2.319915,-0.720522,-0.720522,0.000000
2.319915,4.640520,2.319915,2.320606,0.000000,-2.320606
2.319915,2.319915,6.239727,0.000000,3.919812,3.919812
-0.720522,2.320606,0.000000,3.041128,0.720522,-2.320606
-0.720522,0.000000,3.919812,0.720522,4.640335,3.919812
0.000000,-2.320606,3.919812,-2.320606,3.919812,6.240418

3.360803,2.079795,2.079795,-1.281008,-1.281008,0.000000
2.079795,4.161265,2.079795,2.081470,0.000000,-2.081470
2.079795,2.079795,4.961218,0.000000,2.881423,2.881423
-1.281008,2.081470,0.000000,3.362478,1.281008,-2.081470
-1.281008,0.000000,2.881423,1.281008,4.162431,2.881423
0.000000,-2.081470,2.881423,-2.081470,2.881423,4.962893

4.000592,2.001161,2.001161,-1.999432,-1.999432,0.000000
2.001161,4.002143,2.001161,2.000982,0.000000,-2.000982
2.001161,2.001161,4.000652,0.000000,1.999492,1.999492
-1.999432,2.000982,0.000000,4.000414,1.999432,-2.000982
-1.999432,0.000000,1.999492,1.999432,3.998923,1.999492
0.000000,-2.000982,1.999492,-2.000982,1.999492,4.000474

4.960830,2.080462,2.080462,-2.880368,-2.880368,0.000000
2.080462,4.161124,2.080462,2.080662,0.000000,-2.080662
2.080462,2.080462,3.360479,0.000000,1.280017,1.280017
-2.880368,2.080662,0.000000,4.961030,2.880368,-2.080662
-2.880368,0.000000,1.280017,2.880368,4.160385,1.280017
0.000000,-2.080662,1.280017,-2.080662,1.280017,3.360679

6.240532,2.320142,2.320142,-3.920390,-3.920390,0.000000
2.320142,4.641079,2.320142,2.320937,0.000000,-2.320937
2.320142,2.320142,3.040003,0.000000,0.719861,0.719861
-3.920390,2.320937,0.000000,6.241327,3.920390,-2.320937
-3.920390,0.000000,0.719861,3.920390,4.640251,0.719861
0.000000,-2.320937,0.719861,-2.320937,0.719861,3.040798

7.840806,2.721525,2.721525,-5.119281,-5.119281,0.000000
2.721525,5.441658,2.721525,2.720133,0.000000,-2.720133
2.721525,2.721525,3.041658,0.000000,0.320133,0.320133
-5.119281,2.720133,0.000000,7.839414,5.119281,-2.720133
-5.119281,0.000000,0.320133,5.119281,5.439414,0.320133
0.000000,-2.720133,0.320133,-2.720133,0.320133,3.040266

9.760485,3.281648,3.281648,-6.478837,-6.478837,0.000000
3.281648,6.562127,3.281648,3.280479,0.000000,-3.280479
3.281648,3.281648,3.361949,0.000000,0.080301,0.080301
-6.478837,3.280479,0.000000,9.759316,6.478837,-3.280479
-6.478837,0.000000,0.080301,6.478837,6.559138,0.080301
0.000000,-3.280479,0.080301,-3.280479,0.080301,3.360781

12.002956,4.001460,4.001460,-8.001496,-8.001496,0.000000
4.001460,7.999783,4.001460,3.998323,0.000000,-3.998323
4.001460,4.001460,4.001863,0.000000,0.000403,0.000403
-8.001496,3.998323,0.000000,11.999819,8.001496,-3.998323
-8.001496,0.000000,0.000403,8.001496,8.001899,0.000403
0.000000,-3.998323,0.000403,-3.998323,0.000403,3.998726
